0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,angle,yarnwidth,yarnheight,space,epoxy_e,epoxy_v,epoxy_CLTE,fibre_diameter (mm),fibre_num,fibre_e1,fibre_e2,fibre_e3,fibre_g12,fibre_g23,fibre_g13,fibre_v1,fibre_v2,fibre_v3,fibre_CLTE1,fibre_CLTE2,fibre_CLTE3,E1,E2,E3,G12,G23,G13,v12,v23,v13,CLTE1,CLTE2,CLTE3
0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0.461656843,0.3434594,0.795631559,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,49933000000,47860000000,23787000000,7912700000,8846400000,8648500000,0.1695,0.4992,0.48,2.86E-05,2.83E-05,5.26E-05
1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0.359340665,0.198920612,0.626521797,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,53837000000,52982000000,24409000000,7895500000,8503200000,8425800000,0.1547,0.4828,0.4802,2.83E-05,2.80E-05,5.57E-05
0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0.571765581,0.113280113,1.099954986,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,59689000000,59924000000,26146000000,7807500000,7839000000,7846300000,0.1402,0.4654,0.4677,2.89E-05,2.88E-05,6.36E-05
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.3936719,0.398480532,0.667116797,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,38481000000,46843000000,23428000000,7953200000,9173100000,9317200000,0.1423,0.4785,0.5012,3.19E-05,2.79E-05,4.68E-05
1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0.862298331,0.20190476,1.632477064,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,60054000000,59035000000,25991000000,7823800000,7923900000,7895200000,0.1475,0.4663,0.4635,2.84E-05,2.86E-05,6.26E-05
1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0.417575241,0.354255674,0.711421954,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,42052000000,45460000000,23114000000,7938500000,9058900000,9099600000,0.1646,0.49,0.5003,3.04E-05,2.82E-05,4.89E-05
0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385505024,0.321623117,0.674229736,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,56147000000,55360000000,24903000000,7890300000,8461300000,8319400000,0.1419,0.4801,0.4734,2.80E-05,2.77E-05,5.55E-05
0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0.788148351,0.263534886,1.467645039,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,59933000000,59288000000,25752000000,7844500000,8023400000,8008300000,0.1476,0.4653,0.4661,2.81E-05,2.80E-05,6.11E-05
0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0.352044824,0.265022025,0.630595628,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,48744000000,47204000000,23692000000,7888400000,8743000000,8620100000,0.1605,0.4947,0.4877,2.94E-05,2.92E-05,5.33E-05
1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0.68759019,0.198958029,1.331813154,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,58911000000,56390000000,25772000000,7796800000,7960900000,7870400000,0.1491,0.476,0.4644,2.90E-05,2.95E-05,6.29E-05
1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0.576898646,0.172398687,0.870566138,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,63122000000,62798000000,25549000000,7957100000,8230800000,8196000000,0.146,0.4583,0.4578,2.61E-05,2.59E-05,5.64E-05
1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0.274588654,0.223640056,0.534291704,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,48108000000,42992000000,23524000000,7804800000,8742600000,8410800000,0.1843,0.504,0.4779,3.04E-05,3.15E-05,5.60E-05
0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0.498055327,0.38805732,0.851717314,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,47729000000,49281000000,23713000000,7916200000,8775500000,8725700000,0.1658,0.4897,0.4887,2.91E-05,2.77E-05,5.23E-05
1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0.890339348,0.307356064,1.465832542,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,62184000000,60363000000,25512000000,7919600000,8232500000,8124800000,0.1429,0.4686,0.4596,2.68E-05,2.68E-05,5.76E-05
0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0.559755692,0.162288681,0.965957572,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,61768000000,61507000000,25765000000,7895500000,8087700000,8067800000,0.1431,0.4615,0.4627,2.72E-05,2.70E-05,5.93E-05
1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0.508586637,0.344699307,0.858384453,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,51605000000,47491000000,23808000000,7923700000,8894700000,8612700000,0.176,0.5015,0.4737,2.80E-05,2.83E-05,5.25E-05
1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0.597002125,0.388930933,1.008173433,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,52127000000,48418000000,23892000000,7922300000,8847800000,8577200000,0.1741,0.4996,0.4734,2.80E-05,2.81E-05,5.30E-05
1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0.468433311,0.178381318,0.868311548,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,57896000000,57216000000,25384000000,7850400000,8125400000,8097700000,0.1557,0.4686,0.4681,2.82E-05,2.82E-05,6.00E-05
0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0.456310687,0.227700228,0.813474669,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,53548000000,57238000000,24782000000,7876600000,8349900000,8362600000,0.1557,0.4669,0.4834,2.87E-05,2.72E-05,5.75E-05
1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0.308781967,0.156464163,0.491370951,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,55468000000,55221000000,24467000000,7940300000,8603400000,8466000000,0.1568,0.4802,0.476,2.73E-05,2.67E-05,5.42E-05
1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0.217493137,0.205119255,0.353870834,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,41776000000,40482000000,22969000000,7976500000,9546200000,9194100000,0.1712,0.5067,0.4876,2.97E-05,2.90E-05,4.54E-05
1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0.670474023,0.314096862,1.190192287,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,56541000000,54236000000,24787000000,7884500000,8410800000,8297300000,0.1632,0.4788,0.47,2.78E-05,2.79E-05,5.73E-05
0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0.724969188,0.162444386,1.18062015,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,64922000000,63712000000,25991000000,7925900000,8074600000,8043200000,0.1359,0.4594,0.4564,2.65E-05,2.65E-05,5.88E-05
0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0.906025617,0.332378249,1.810488708,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,52677000000,52557000000,25352000000,7705000000,7870600000,7857500000,0.1642,0.4755,0.4756,3.14E-05,3.13E-05,6.46E-05
1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0.319055854,0.266246398,0.525098262,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,41961000000,46032000000,23097000000,7956400000,9171600000,9117900000,0.1571,0.4992,0.4979,3.03E-05,2.76E-05,4.81E-05
1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0.263868181,0.166244844,0.475804134,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,46042000000,49497000000,23610000000,7882100000,8661200000,8684600000,0.1784,0.4787,0.4933,3.00E-05,2.81E-05,5.42E-05
0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0.275732139,0.323786718,0.504975219,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,40883000000,37150000000,22983000000,7907400000,9615500000,8987000000,0.1835,0.5116,0.4746,3.11E-05,3.12E-05,4.66E-05
0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.618025458,0.289481281,1.013972245,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,55130000000,61108000000,24905000000,7929700000,8327400000,8438100000,0.1439,0.4563,0.4856,2.78E-05,2.61E-05,5.56E-05
1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0.975737767,0.278105318,1.636247729,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,60482000000,64417000000,25740000000,7913200000,8040400000,8149800000,0.1315,0.4517,0.4736,2.74E-05,2.64E-05,5.85E-05
0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0.353282345,0.20897088,0.655068119,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,53858000000,55378000000,24790000000,7851500000,8228300000,8312400000,0.149,0.4722,0.4846,2.90E-05,2.83E-05,5.80E-05
0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0.852609128,0.106783615,1.405788043,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,66893000000,66632000000,26479000000,7920400000,7923800000,7921700000,0.1249,0.4544,0.4546,2.64E-05,2.64E-05,6.04E-05
0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0.369724379,0.199358469,0.707029616,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,52612000000,53997000000,24786000000,7819900000,8217500000,8229900000,0.1562,0.4735,0.4831,2.97E-05,2.90E-05,5.93E-05
1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0.614850361,0.305331796,0.944937611,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,51879000000,57683000000,24308000000,7959700000,8538400000,8664900000,0.1515,0.4643,0.4901,2.79E-05,2.60E-05,5.31E-05
1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0.492868453,0.185528825,0.840144792,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,60732000000,60671000000,25479000000,7903700000,8207300000,8151200000,0.1426,0.4655,0.4665,2.72E-05,2.69E-05,5.82E-05
1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0.602011227,0.110358517,0.976083213,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,67166000000,65656000000,26292000000,7929700000,7999800000,7957100000,0.1278,0.4571,0.4521,2.62E-05,2.64E-05,5.94E-05
0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0.491515009,0.293813908,0.87044967,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,53327000000,52509000000,24418000000,7891100000,8538600000,8441800000,0.156,0.4833,0.4799,2.85E-05,2.82E-05,5.55E-05
1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0.978355987,0.391262813,1.948072441,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,50908000000,51841000000,25032000000,7725200000,7964800000,7963500000,0.1671,0.4741,0.4794,3.16E-05,3.10E-05,6.33E-05
0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0.337152221,0.232440525,0.554225812,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,48268000000,44855000000,23266000000,7944300000,9121500000,8806200000,0.1812,0.5042,0.4839,2.83E-05,2.84E-05,5.03E-05
1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0.930006772,0.250334387,1.685416755,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,60975000000,60530000000,25865000000,7863100000,7996100000,7990600000,0.141,0.4645,0.4648,2.79E-05,2.78E-05,6.08E-05
1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,15,0.486441427,0.395216629,1.033245841,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,44643000000,36139000000,23397000000,8429800000,8320800000,8229000000,0.2468,0.4664,0.4474,3.14E-05,3.75E-05,5.76E-05
0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,15,0.837731056,0.10039267,1.585711721,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,62107000000,45495000000,25685000000,8740900000,7827800000,7843500000,0.2159,0.4504,0.4203,2.68E-05,3.32E-05,6.08E-05
1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,15,0.301369693,0.248459629,0.666367573,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,42627000000,36567000000,23330000000,8416500000,8266300000,8331700000,0.2393,0.4608,0.4566,3.25E-05,3.76E-05,5.79E-05
1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,15,0.62402239,0.349843495,1.259417051,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,50412000000,39463000000,24160000000,8564300000,8150800000,8153500000,0.2366,0.458,0.4384,2.95E-05,3.53E-05,5.80E-05
1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,15,0.476498343,0.234454269,1.024696029,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,51220000000,39084000000,24442000000,8471800000,8002500000,7881000000,0.2398,0.47,0.4284,3.02E-05,3.71E-05,6.11E-05
1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,15,0.488782263,0.157262565,1.099626092,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,50798000000,40195000000,24787000000,8475800000,7807900000,7811000000,0.2399,0.4609,0.4312,3.06E-05,3.69E-05,6.29E-05
1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,15,0.405469171,0.312638129,0.76740851,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,51038000000,36150000000,23489000000,8559300000,8588300000,8446100000,0.2352,0.4723,0.4421,2.81E-05,3.57E-05,5.33E-05
0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,15,0.513054138,0.251121034,1.117624603,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,46773000000,38847000000,24102000000,8470300000,8013200000,8041000000,0.2446,0.4568,0.4426,3.13E-05,3.69E-05,6.05E-05
0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,15,0.311102112,0.271917543,0.655164541,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,41569000000,32483000000,22651000000,8351400000,8708800000,8439400000,0.2542,0.4812,0.4421,3.23E-05,3.89E-05,5.42E-05
1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,15,0.989830486,0.351251833,2.102118862,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,50277000000,40773000000,24689000000,8519200000,7866300000,7874600000,0.2383,0.4568,0.4333,3.05E-05,3.61E-05,6.18E-05
1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,15,0.470733577,0.380667092,0.957113418,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,42933000000,36031000000,23147000000,8486100000,8422700000,8511700000,0.2381,0.4547,0.4607,3.13E-05,3.66E-05,5.48E-05
1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,15,0.828245181,0.15923961,1.653019525,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,57766000000,43964000000,25397000000,8663400000,7819500000,7852100000,0.2223,0.4514,0.428,2.82E-05,3.41E-05,6.15E-05
0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,15,0.410588127,0.176728852,0.767018629,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,53914000000,41106000000,24336000000,8665500000,8170400000,8230000000,0.2262,0.4534,0.4401,2.79E-05,3.40E-05,5.66E-05
0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,15,0.386707311,0.343510915,0.848758483,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,45233000000,35705000000,23423000000,8388200000,8268400000,8167700000,0.2419,0.4724,0.447,3.15E-05,3.84E-05,5.79E-05
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,15,0.816484029,0.271032675,1.566952031,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,55809000000,42777000000,24841000000,8678700000,7970400000,8064000000,0.2249,0.4488,0.4343,2.81E-05,3.38E-05,5.85E-05
0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,15,0.758327825,0.36875858,1.339689809,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,52170000000,40644000000,23990000000,8722000000,8371900000,8450500000,0.2336,0.4493,0.4436,2.77E-05,3.28E-05,5.42E-05
1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,15,0.887333246,0.282993431,1.693626669,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,58794000000,42481000000,24944000000,8674100000,8011800000,7985600000,0.2239,0.4575,0.4262,2.74E-05,3.40E-05,5.87E-05
1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,15,0.800438045,0.389300185,1.68808116,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,46617000000,38651000000,24017000000,8487000000,8064300000,8072900000,0.2456,0.458,0.44,3.10E-05,3.65E-05,5.99E-05
1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,15,0.304191061,0.177061349,0.675381692,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,45845000000,37337000000,23806000000,8427300000,8090700000,8080200000,0.248,0.4627,0.4421,3.15E-05,3.76E-05,5.98E-05
0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,15,0.57777967,0.368388768,1.204389701,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,45334000000,37633000000,23699000000,8471900000,8163400000,8174200000,0.246,0.4599,0.4446,3.12E-05,3.68E-05,5.85E-05
1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,15,0.441584127,0.376397578,0.908492604,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,45793000000,33711000000,23048000000,8412200000,8648000000,8362400000,0.2533,0.4828,0.4376,3.05E-05,3.79E-05,5.50E-05
0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,15,0.839555304,0.373670131,1.703981203,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,50915000000,39260000000,24239000000,8554300000,8127100000,8093300000,0.2443,0.4601,0.433,2.95E-05,3.55E-05,5.89E-05
0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,15,0.912927474,0.205400318,1.996778469,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,52581000000,41986000000,25169000000,8526200000,7732400000,7741900000,0.2313,0.4584,0.4304,3.02E-05,3.61E-05,6.36E-05
0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,15,0.749415947,0.190533285,1.365969671,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,58779000000,44708000000,25158000000,8756500000,7963300000,8035500000,0.2185,0.4444,0.428,2.71E-05,3.26E-05,5.82E-05
1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,15,0.900874643,0.175299593,1.810029722,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,58739000000,43570000000,25425000000,8647200000,7820400000,7811200000,0.2242,0.4564,0.4228,2.79E-05,3.44E-05,6.17E-05
0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,15,0.450300578,0.298280883,0.94738122,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,43122000000,38129000000,23567000000,8474100000,8123400000,8288800000,0.235,0.4527,0.4557,3.21E-05,3.67E-05,5.81E-05
0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,15,0.694605462,0.148685132,1.248413033,20000,0.4,6.00E-05,0.007,3000,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,1.50E-05,1.00E-05,1.00E-05,61341000000,45367000000,25372000000,8776400000,7952100000,7979500000,0.2165,0.4462,0.4221,2.65E-05,3.25E-05,5.86E-05
